SN,GANTRY_HEIGHT,ADDRESS,CAR_PARK_NO,X_COORD,Y_COORD,CAR_PARK_TYPE
1707,1.8,BLK 1/6 TANJONG PAGAR MSCP,TPM,28999.272,28661.7751,MULTI-STOREY CAR PARK
1708,4.5,BLK 325/326/301 ANG MO KIO STREET 31,A21,29446.1477,38906.1139,SURFACE CAR PARK
1709,2,BLK 169A STIRLING ROAD,STM1,24647.2485,30296.4074,MULTI-STOREY CAR PARK
1710,0,BLK 725/730 ANG MO KIO AVENUE 8,A56,29538.847,39411.5653,SURFACE CAR PARK
1711,9.99,BLK 211-212 HOUGANG STREET 21,HG16,34095.5904,37977.2274,SURFACE CAR PARK
1712,0,BLK 166 BUKIT BATOK WEST AVENUE 8,U11,17982.2826,36616.6603,SURFACE CAR PARK
1713,0,BLK 268-270 TAMPINES STREET 21,T31,40760.3906,37026.1929,SURFACE CAR PARK
1714,4.5,BLK 830-836 WOODLANDS STREET 83,W39,23315.9648,46842.418,SURFACE CAR PARK
1715,4.5,BLK 821/829 TAMPINES STREET 81,T41,39350.702,36706.421,SURFACE CAR PARK
1716,4.5,BLK 401/417 TAMPINES STREET 41,T72,40496.7609,37796.9601,SURFACE CAR PARK
1717,0,BLK 3/4 BEACH ROAD,CR2,31599.1055,31890.8184,SURFACE CAR PARK
1718,2.15,BLK 395A BUKIT BATOK WEST AVENUE 5,BBM9,18924.8161,38652.2819,MULTI-STOREY CAR PARK
1719,4.5,BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE,BE18,27751.5586,37825.0781,SURFACE CAR PARK
1720,4.5,BLK 401-408 SIN MING AVENUE,BE3,28121.0801,38268.7852,SURFACE CAR PARK
1721,2.1,BLK 410A SIN MING AVENUE,BE3R,28240.0745,38359.6695,MULTI-STOREY CAR PARK
1722,2.15,BLK 275 BISHAN STREET 24,BE45,29152.4171,37599.2039,MULTI-STOREY CAR PARK
1723,4.5,BLK 141-151 GANGSA ROAD/PETIR ROAD,BJ2,20581.8743,39791.6392,SURFACE CAR PARK
1724,0,BLK 628 SENJA ROAD,BJ57,19859.549,40799.6812,SURFACE CAR PARK
1725,1.9,BLK 257A BOON LAY DRIVE,BL15,14004.6897,36456.5691,MULTI-STOREY CAR PARK
1726,2.15,BLK 268 BOON LAY DRIVE,BL17,14024.5648,36666.6301,MULTI-STOREY CAR PARK
1727,2.15,BLK 510A JELAPANG ROAD,BJ30,20839.8705,40996.2639,MULTI-STOREY CAR PARK
1728,2.15,BLK 131 EDGEDALE PLAINS,PL13,36576.967,41721.609,MULTI-STOREY CAR PARK
1729,2.15,138 YUAN CHING ROAD,TJ39,15758.7046,34458.9721,MULTI-STOREY CAR PARK
1730,2.15,BLK 579A WOODLANDS DRIVE 16,W579,23795.194,45862.9987,MULTI-STOREY CAR PARK
1731,4.5,BLK 201/218 PETIR ROAD,BJ8,21353.5943,39632.9105,SURFACE CAR PARK
1732,2.15,BLK 315 YISHUN AVENUE 9,Y65M,28968.6232,46042.758,MULTI-STOREY CAR PARK
1733,2.15,BLK 317 YISHUN AVENUE 9,Y66M,28998.1897,46163.9678,MULTI-STOREY CAR PARK
1734,0,"BLK 269A, 269B YISHUN STREET 22",Y67,28843.2023,46462.2763,SURFACE CAR PARK
1735,2.15,BLK 308C ANG MO KIO AVENUE 1,AM18,29257.6457,38619.9953,MULTI-STOREY CAR PARK
1736,2.15,BLK 260 ANG MO KIO STREET 21,AM19,28134.9305,38989.9965,MULTI-STOREY CAR PARK
1737,2.15,BLK 309B ANG MO KIO STREET 31,AM20,29421.1502,38526.8611,MULTI-STOREY CAR PARK
1738,0,BLK 120 TO 124 PAYA LEBAR WAY,M32,33506.0078,33840.2109,SURFACE CAR PARK
1739,2.15,BLK 484A ADMIRALTY LINK,SB26,25986.3619,48674.0283,MULTI-STOREY CAR PARK
1740,4.5,BLK 45/50/51 SIMS DRIVE,SD2,33013.2144,33244.1573,SURFACE CAR PARK
1741,2.15,BLK 547 SEGAR ROAD,BJ60,20899.934,41139.0944,MULTI-STOREY CAR PARK
1742,2.15,BLK 573A CHOA CHU KANG STREET 52,CK66,18233.5224,41769.4117,MULTI-STOREY CAR PARK
1743,1.9,BLK 204A PASIR RIS STREET 21,PM10,42373.461,38753.7772,MULTI-STOREY CAR PARK
1744,0,BLK 38A MARGARET DRIVE,DSRL,24864.8825,31078.208,SURFACE CAR PARK
1745,0,KIM PONG ROAD,TE24,27642.8184,29641.8672,SURFACE CAR PARK
1746,2.15,BLK 226D COMPASSVALE WALK,SK11,35361.0715,41148.1882,MULTI-STOREY CAR PARK
1747,4.5,BLK 109-127 HOUGANG AVENUE 1,HG7,34063.4941,37305.6551,SURFACE CAR PARK
1748,2.15,BLK 650 PUNGGOL CENTRAL,PL26,37123.7973,42130.2229,MULTI-STOREY CAR PARK
1749,9.99,BLK 743/751 JURONG WEST STREET 73,J72,12910.9012,36599.9072,SURFACE CAR PARK
1750,0,BLK 467/477 PASIR RIS DRIVE 6,PR10,41784.5801,39526.9469,SURFACE CAR PARK
1751,2.1,BLK 98A ALJUNIED CRESCENT,ACM,33758.4143,33695.5198,MULTI-STOREY CAR PARK
1752,1.9,BLK 335 SMITH STREET KRETA AYER MSCP,KAM,29110.783,29377.6082,MULTI-STOREY CAR PARK
1753,2.15,BLK 971 TAMPINES STREET 96,NT19,39644.259,36012.7557,MULTI-STOREY CAR PARK
1754,2.15,BLK 61 STRATHMORE AVENUE,SAM2,25513.9562,30707.2765,MULTI-STOREY CAR PARK
1755,0,BLK 109/112 SERANGOON NORTH AVENUE 1,SE3,32160.3653,39029.6133,SURFACE CAR PARK
1756,4.5,"BLK 113-125, 142-148 SERANGOON NORTH AVENUE 1",SE4,32401.6555,38930.5121,SURFACE CAR PARK
1757,0,BLK 126 SERANGOON NORTH AVENUE 1,SE6,32279.7021,38650.8374,SURFACE CAR PARK
1758,0,BLK 127 SERANGOON NORTH AVENUE 1,SE7,32311.0661,38610.8964,SURFACE CAR PARK
1759,0,BLK 135/141 SERANGOON NORTH AVENUE 2,SE9,32648.1785,38891.8802,SURFACE CAR PARK
1760,2.15,BLK 858E TAMPINES WALK,TM56,39969.4029,37388.0959,MULTI-STOREY CAR PARK
1761,2.15,BLK 78B TOA PAYOH CENTRAL,TPMN,29698.2634,35231.2092,MULTI-STOREY CAR PARK
1762,2.15,BLK 567 CHAMPIONS WAY,W567,23041.6159,45529.6166,MULTI-STOREY CAR PARK
1763,0,BLK 485A/489C TAMPINES STREET 45/AVENUE 9,T81,41871.9858,38044.2348,SURFACE CAR PARK
1764,2.15,BLK 2A JOO SENG ROAD,UAM1,33107.6324,35187.5516,MULTI-STOREY CAR PARK
1765,4.5,BLK 601-613 CLEMENTI WEST STREET 1,C33,20603.5028,31877.1704,SURFACE CAR PARK
1766,4.5,BLK 606/610 BEDOK RESERVOIR ROAD,B50A,36838.2461,34857.5547,SURFACE CAR PARK
1767,2.15,BLK 19A DOVER CRESCENT,AR5M,22562.8641,32184.9758,MULTI-STOREY CAR PARK
1768,2.15,BLK 270 SENGKANG CENTRAL,SK73,34780.2916,40894.8139,MULTI-STOREY CAR PARK
1769,2.15,BLK 102A RIVERVALE WALK,SK4,35427.7063,40454.8668,MULTI-STOREY CAR PARK
1770,2.15,BLK 517A WOODLANDS DRIVE 14,W517,23348.3676,46205.981,MULTI-STOREY CAR PARK
1771,2,BLK 824A WOODLANDS STREET 81,W54,23076.3795,46789.1914,MULTI-STOREY CAR PARK
1772,9.99,BLK 290/292 YISHUN STREET 22,Y21A,28144.9395,46528.6914,SURFACE CAR PARK
1773,0,BLK 858/864 YISHUN AVENUE 4,Y32,28587.6719,44363.8594,SURFACE CAR PARK
1774,2.15,BLK 501 WELLINGTON CIRCLE,SB19,26668.9418,48135.1503,MULTI-STOREY CAR PARK
1775,2.15,BLK 129A BUKIT MERAH VIEW,BVM2,26893.4354,29547.635,MULTI-STOREY CAR PARK
1776,2,BLK 104C ANG MO KIO STREET 11,A94,28556.1477,39318.8058,MULTI-STOREY CAR PARK
1777,2.15,BLK 323A ANG MO KIO AVENUE 3,A95,29612.0323,38838.7824,MULTI-STOREY CAR PARK
1778,4.5,BLK 266/284 BUKIT BATOK EAST AVENUE 3/4,U19,19653.7625,36736.2392,SURFACE CAR PARK
1779,1.9,BLK 135A BISHAN STREET 12,BE13,30026.4687,36336.1338,MULTI-STOREY CAR PARK
1780,2.15,BLK 997 BUANGKOK CRESCENT,HG3A,33282.6779,40818.5609,MULTI-STOREY CAR PARK
1781,1.9,BLK 962A JURONG WEST STREET 91,J68M,12264.1306,36023.6972,MULTI-STOREY CAR PARK
1782,2.15,BLK 679 JURONG WEST CENTRAL 1,JM3,13838.2635,36303.7106,MULTI-STOREY CAR PARK
1783,4.5,BLK 523/527 BEDOK NORTH STREET 3,B44A,38743.3984,35178.6016,SURFACE CAR PARK
1784,4.5,BLK 252/254 JURONG EAST STREET 24,J12,17421.1122,36167.969,SURFACE CAR PARK
1785,4.5,BLK 253 JURONG EAST STREET 24,J13,17271.9009,36187.6309,SURFACE CAR PARK
1786,0,BLK 41/47 JALAN BAHAGIA,BR21,30595.5166,34387.1259,SURFACE CAR PARK
1787,2.15,BLK 472 FERNVALE STREET,S100,33385.8789,42084.1752,MULTI-STOREY CAR PARK
1788,2,BLK 141A SERANGOON NORTH AVENUE 2,SE30,32577.7448,38876.7994,MULTI-STOREY CAR PARK
1789,2.15,BLK 215 COMPASSVALE DRIVE,S104,34647.5273,41351.7558,MULTI-STOREY CAR PARK
1790,2.15,BLK 217 COMPASSVALE DRIVE,S105,34803.9591,41294.0789,MULTI-STOREY CAR PARK
1791,2.15,BLK 177A LOMPANG ROAD,BJ44,20395.5322,40290.7701,MULTI-STOREY CAR PARK
1792,2.15,BLK 116 JALAN TENTERAM,BRM6,31102.1822,34445.0449,MULTI-STOREY CAR PARK
1793,9.99,BLK 307/308 JURONG EAST STREET 32,J18,17040.9824,36558.0742,SURFACE CAR PARK
1794,9.99,BLK 309/310 JURONG EAST STREET 32,J19,16942.1133,36672.5273,SURFACE CAR PARK
1795,9.99,BLK 108/110 JURONG EAST STREET 13,J2,17255.3159,35642.1729,SURFACE CAR PARK
1796,4.5,BLK 311/316 JURONG EAST STREET 32,J20,16777.377,36482.1289,SURFACE CAR PARK
1797,0,BLK 318A JURONG EAST AVENUE 1,J21A,16615.6323,36620.0095,SURFACE CAR PARK
1798,2.15,BLK 372A JURONG EAST STREET 32,J23M,16739.1947,36793.4383,MULTI-STOREY CAR PARK
1799,9.99,BLK 347/350 JURONG EAST AVENUE 1,J25,16684.9102,36333.9766,SURFACE CAR PARK
1800,2,BLK 19A JALAN TENTERAM,BRM5,30906.005,34415.6669,MULTI-STOREY CAR PARK
1801,0,BLK 243/257 YISHUN RING ROAD/AVENUE 9,Y17,28872.75,46307.543,SURFACE CAR PARK
1802,0,BLK 386-399 YISHUN RING ROAD/AVENUE 6,Y48,29613.5447,45679.9694,SURFACE CAR PARK
1803,4.5,BLK 205 TO 207 TOA PAYOH NORTH,TP33,29531.7522,36074.2751,SURFACE CAR PARK
1804,2.15,BLK 446 JALAN KAYU,SK81,32446.7092,41548.8847,MULTI-STOREY CAR PARK
1805,0,BLK 138 SIMEI STREET 1,SI8,41777.9717,36593.4263,SURFACE CAR PARK
1806,2.15,BLK 174 PUNGGOL FIELD,PL10,36567.6957,42059.8507,MULTI-STOREY CAR PARK
1807,4.5,BLK 611/616 BEDOK RESERVOIR ROAD,B51,37245.6836,34927.6641,SURFACE CAR PARK
1808,1.9,BLK 225A PASIR RIS STREET 21,PM3,42201.9401,39312.6071,MULTI-STOREY CAR PARK
1809,0,BLK 103/104 JALAN RAJAH,RC2,30198.2024,34434.491,SURFACE CAR PARK
1810,2.15,BLK 608A WOODLANDS RING ROAD,W83,23975.8384,46423.1877,MULTI-STOREY CAR PARK
1811,2.15,BLK 614A WOODLANDS AVENUE 4,W84,23837.6593,46282.3619,MULTI-STOREY CAR PARK
1812,2.15,BLK 570 WOODLANDS AVENUE 1,W570,23182.8035,45847.6356,MULTI-STOREY CAR PARK
1813,2.15,BLK 737A WOODLANDS CIRCLE,W74,23886.366,47208.9992,MULTI-STOREY CAR PARK
1814,2.15,BLK 742A TAMPINES STREET 72,TM35,39220.1743,37998.2245,MULTI-STOREY CAR PARK
1815,9.99,BLK 290/292 YISHUN STREET 22,Y21,28426.9545,46510.8406,SURFACE CAR PARK
1816,4.5,BLK 887-889 TAMPINES STREET 81/AVENUE 3,T50,38870.9497,36981.7596,SURFACE CAR PARK
1817,0,BLK 230A BUKIT BATOK ST 21 BUKIT BATOK STREET 21,U50,19356.5349,36607.8807,SURFACE CAR PARK
1818,2.15,BLK 412A BUKIT BATOK WEST AVENUE 4,U51,18336.325,38543.2265,MULTI-STOREY CAR PARK
1819,2.15,BLK 194 BUKIT BATOK WEST AVENUE 6,U52,18172.9985,36305.5813,MULTI-STOREY CAR PARK
1820,2.15,BLK 248A COMPASSVALE ROAD,SK17,35276.8508,41636.7294,MULTI-STOREY CAR PARK
1821,2,BLK 346A KANG CHING ROAD,TJ32,15409.2144,35801.6725,MULTI-STOREY CAR PARK
1822,4.5,BLK 540/542 BEDOK NORTH STREET 3,B47,37896.9112,34789.4034,SURFACE CAR PARK
1823,0,BLK 319-330 UBI AVENUE 1,KU2,35904.5382,34433.0259,SURFACE CAR PARK
1824,0,BLK 1 TO 3 LORONG 7 TOA PAYOH,TP50,30349.5891,35671.9011,SURFACE CAR PARK
1825,0,BLK 297 - 299 BUKIT BATOK ST 22 BUKIT BATOK STREET 22,U46,18463.4479,36256.9749,SURFACE CAR PARK
1826,4.5,"BLK 301-302,305-308 CLEMENTI AVENUE 4",C12,20519.9139,33782.4237,SURFACE CAR PARK
1827,2.15,BLK 678A CHOA CHU KANG CRESCENT,CK58,18157.8829,42638.4707,MULTI-STOREY CAR PARK
1828,4.5,BLK 492-496 JURONG WEST STREET 41,J54,15890.8105,36893.8086,SURFACE CAR PARK
1829,2.15,BLK 274A TOH GUAN ROAD,J90,18444.8766,35967.1503,MULTI-STOREY CAR PARK
1830,2,BLK 638 VEERASAMY ROAD,RCM,30452.1642,32170.1999,MULTI-STOREY CAR PARK
1831,0,BLK 101/102 JALAN RAJAH,RC1,30029.3828,34529.4805,SURFACE CAR PARK
1832,2.15,BLK 314 PUNGGOL WAY,PL67,35143.9937,43367.4988,MULTI-STOREY CAR PARK
1833,2.15,BLK 160A JALAN TECK WHYE,TWM3,19541.9487,40262.0437,MULTI-STOREY CAR PARK
1834,4.5,BLK 1 TO 4 MARINE TERRACE,MP1,37371.0903,31905.8597,SURFACE CAR PARK
1835,0,BLOCK 253 ANG MO KIO STREET 21,AK19,28185.4359,39012.6664,SURFACE CAR PARK
1836,2.15,BLK 931A HOUGANG STREET 91,HG79,33249.7444,39781.9719,MULTI-STOREY CAR PARK
1837,4.5,BLK 101-108 HOUGANG AVENUE 1,HG10,34361.8201,37404.5949,SURFACE CAR PARK
1838,0,BLK 301-319 HOUGANG AVENUE 5,HG11,34862.2295,38666.4192,SURFACE CAR PARK
1839,9.99,BLK 45/46/47 HOLLAND DRIVE,Q80,23479.7213,32316.8703,SURFACE CAR PARK
1840,2.15,BLK 432 SENGKANG WEST WAY,SK86,32878.9647,41809.1498,MULTI-STOREY CAR PARK
1841,1.9,BLK 89 MARINE PARADE CENTRAL,MP19,36133.3286,31515.2207,MULTI-STOREY CAR PARK
1842,0,BLK 701/716 & 701B YISHUN AVENUE 5,Y7,27346.9746,45449.3008,SURFACE CAR PARK
1843,2.15,BLK 441 FERNVALE ROAD,SK75,32650.9465,41502.7315,MULTI-STOREY CAR PARK
1844,2.15,BLK 73A TELOK BLANGAH STREET 32,TBM2,25318.3879,28642.2103,MULTI-STOREY CAR PARK
1845,2.15,BLK 105 EDGEFIELD PLAINS,P4,36046.5051,42123.9201,MULTI-STOREY CAR PARK
1846,2.15,BLK 351 CANBERRA ROAD,SB22,26549.9373,48088.2577,MULTI-STOREY CAR PARK
1847,2.15,BLK 518A JELAPANG ROAD,BJ32,20612.4337,40944.82,MULTI-STOREY CAR PARK
1848,2.15,BLK 492 TAMPINES ST45,TM52,41621.1301,38435.0165,MULTI-STOREY CAR PARK
1849,4.5,BLK 1-19 TOH YI DRIVE,TY2,21359.8594,35627.5039,SURFACE CAR PARK
1850,0,BLK 401/414 YISHUN RING ROAD/AVENUE 6,Y49,29632.0687,45313.3234,SURFACE CAR PARK
1851,2,BLK 866A WOODLANDS STREET 83,W51,23472.5842,47106.6555,MULTI-STOREY CAR PARK
1852,2,BLK 874A WOODLANDS STREET 81,W48,23070.931,47203.7395,MULTI-STOREY CAR PARK
1853,4.5,BLK 4/5 MARSILING ROAD,W10,21545.6709,46781.8077,SURFACE CAR PARK
1854,1.9,BLK 492A TAMPINES STREET 45,TM5,41439.247,38351.4469,MULTI-STOREY CAR PARK
1855,2.15,BLK 533A BUKIT PANJANG RING ROAD,BJ38,20221.922,40787.0081,MULTI-STOREY CAR PARK
1856,4.5,BLK 198/206 BOON LAY DRIVE,BL13,14836.3467,36315.1094,SURFACE CAR PARK
1857,2.15,BLK 88 TANGLIN HALT ROAD,CAM,24092.2494,31574.3039,MULTI-STOREY CAR PARK
1858,5.4,BLK 623/625/627 ANG MO KIO STREET 61,A69,28960.06,40400.41,SURFACE CAR PARK
1859,9.99,BLK 629/626 ANG MO KIO AVENUE 4,A70,28755.4887,40287.5326,SURFACE CAR PARK
1860,5.4,BLK 628/632 ANG MO KIO STREET 61,A71,28826.1219,40219.911,SURFACE CAR PARK
1861,3.8,BLK 49 TO 52 LORONG 5 TOA PAYOH,TP34,30127.27,35573.46,SURFACE CAR PARK
1862,4.5,BLK 528/536 BEDOK NORTH STREET 3,B44,38482.3867,35129.4805,SURFACE CAR PARK
1863,2.15,BLK 622A BUKIT BATOK CENTRAL,BBM8,18561.8095,36898.4253,MULTI-STOREY CAR PARK
1864,2.15,BLK 480A SEGAR ROAD,BJ53,21168.4806,41302.9377,MULTI-STOREY CAR PARK
1865,2.15,BLK 233 UPPER ALJUNIED ROAD,BA15,32640.9837,35584.8137,MULTI-STOREY CAR PARK
1866,4.5,BLK 317/328 JURONG EAST STREET 31,J21,16487.2598,36798.418,SURFACE CAR PARK
1867,2.15,BLK 140 MCNAIR ROAD,MNHM,30770.7748,33267.4513,MULTI-STOREY CAR PARK
1868,2.15,BLK 968 TAMPINES STREET 96,NT18,39805.3045,35770.8937,MULTI-STOREY CAR PARK
1869,1.9,BLK 115 SIMEI STREET 1,SIM1,41031.9935,36148.8411,MULTI-STOREY CAR PARK
1870,4.5,BLK 101/107 SIMEI STREET 1,SI1,41111.2118,35897.3109,SURFACE CAR PARK
1871,4.5,BLK 108/119 SIMEI STREET 1,SI2,41139.3296,36194.4256,SURFACE CAR PARK
1872,0,BLK 117/119 SIMEI STREET 1,SI3,41199.2932,36274.343,SURFACE CAR PARK
1873,4.5,BLK 120/122 SIMEI STREET 1,SI4,41259.6983,36332.1014,SURFACE CAR PARK
1874,4.5,BLK 120/130 SIMEI STREET 1,SI5,41422.0578,36433.3014,SURFACE CAR PARK
1875,0,BLK 25 SIN MING ROAD,SM3,28596.8707,37428.17,SURFACE CAR PARK
1876,2.15,BLK 401 LORONG 1 TOA PAYOH,TPMU,29153.5612,35816.4856,MULTI-STOREY CAR PARK
1877,2.15,BLK 506 WELLINGTON CIRCLE,SB24,26910.8423,48226.4033,MULTI-STOREY CAR PARK
1878,2.15,BLK 325A SEMBAWANG CRESCENT,SB3,26381.2626,47401.3802,MULTI-STOREY CAR PARK
1879,2.15,BLK 591 MONTREAL LINK,SB32,27220.487,47999.719,MULTI-STOREY CAR PARK
1880,2.15,BLK 640A JURONG WEST STREET 61,J99M,12722.6845,35766.8461,MULTI-STOREY CAR PARK
1881,2.15,BLK 609 TAMPINES NORTH DRIVE 1,NT3,39463.3913,38452.666,MULTI-STOREY CAR PARK
1882,0,"BLK 111A,111B,111C,112A,113A,113B, PLANTATION CRESCENT",TH1L,17083.0529,37434.8361,SURFACE CAR PARK
1883,1.9,BLK 385 YISHUN RING ROAD/AVENUE 6,Y48M,29581.4638,45567.1012,MULTI-STOREY CAR PARK
1884,0,BLK 571/73 ANG MO KIO STREET 51,A48,30374.18,39154.22,SURFACE CAR PARK
1885,4.5,BLK 701/716 ANG MO KIO AVENUE 3/6,A52,29513.9566,39155.7785,SURFACE CAR PARK
1886,4.5,BLK 700B/ 700C ANG MO KIO AVENUE 3/6,A52L,29426.2389,39033.615,SURFACE CAR PARK
1887,1.8,BLK 712A ANG MO KIO AVENUE 3/6,A53,29508.9218,39208.8091,MULTI-STOREY CAR PARK
1888,0,BLK 267/271 TAMPINES STREET 21,T30,40920.2995,37019.6152,SURFACE CAR PARK
1889,0,BLK 150A MEI CHIN ROAD,Q48,24682.94,30859.67,SURFACE CAR PARK
1890,2.15,BLK 451 SENGKANG WEST WAY,SK88,32538.8707,41769.3259,MULTI-STOREY CAR PARK
1891,0,BLKS 166-171 STIRLING ROAD,Q5A,24644.4805,30393.2754,SURFACE CAR PARK
1892,0,BLK 23/24 SIN MING ROAD,SM2,28336.3289,37439.3599,SURFACE CAR PARK
1893,0,BLK 231/237 SERANGOON AVENUE 3,SE14,32080.9673,37405.0495,SURFACE CAR PARK
1894,0,BLK 406/411 PASIR RIS DRIVE 6,PR4,41488.2976,39437.995,SURFACE CAR PARK
1895,4.5,BLK 301/302 WOODLANDS STREET 31,W26,21430.5762,45933.9805,SURFACE CAR PARK
1896,4.5,"BLK 405/406, 412/429 PASIR RIS DRIVE 6",PR5,41554.7014,39169.7008,SURFACE CAR PARK
1897,2.15,BLK 365 SEMBAWANG CRESCENT,SB42,26101.4401,47336.1969,MULTI-STOREY CAR PARK
1898,2.15,BLK 448 BT BATOK WEST AVENUE 9,U58,17667.3706,37138.9724,MULTI-STOREY CAR PARK
1899,2.15,BLK 432 BUKIT BATOK WEST AVENUE 8,U67,17873.2383,38065.8645,MULTI-STOREY CAR PARK
1900,1.9,BLK 261/262/264 WATERLOO BASEMENT CAR PARK,WCB,30072.1484,31241.1484,BASEMENT CAR PARK
1901,0,BLK 201A/201C TAMPINES STREET 21,T15,41292.6602,37256.6602,SURFACE CAR PARK
1902,2.15,BLK 124D RIVERVALE DRIVE,SK5,35726.2721,41068.0657,MULTI-STOREY CAR PARK
1903,2,BLK 782A PASIR RIS STREET 71,PM46,39692.8318,39469.9703,MULTI-STOREY CAR PARK
1904,2.15,BLK 334 YISHUN STREET 31,Y64M,29311.1504,46024.8152,MULTI-STOREY CAR PARK
1905,5.4,BLK 584/586 ANG MO KIO STREET 51,A64,30241.6957,39172.3075,SURFACE CAR PARK
1906,2,BLK 331A TAMPINES STREET 32,TM10,42126.6048,37272.8556,MULTI-STOREY CAR PARK
1907,4.5,BLK 549/551 BEDOK NORTH AVENUE 1,B49,38388.8477,34932.0469,SURFACE CAR PARK
1908,4.5,BLK 78/81 REDHILL LANE,HE12,26367.5806,30069.2434,SURFACE CAR PARK
1909,2.15,BLK 815 CHOA CHU KANG AVENUE 7,CK77,18361.9468,39838.3954,MULTI-STOREY CAR PARK
1910,2.15,BLK 690 WOODLANDS DRIVE 75,W106,25235.6886,47178.0376,MULTI-STOREY CAR PARK
1911,0,BLK 103/111 YISHUN RING ROAD,Y2,27414.6758,45987.2187,SURFACE CAR PARK
1912,0,BLK 510/511 WEST COAST ROAD,C31,19907.0039,32541.0547,SURFACE CAR PARK
1913,2,BLK 390A TAMPINES AVENUE 7,TM12,41788.3197,37546.7093,MULTI-STOREY CAR PARK
1914,0,BLK 109-110 ALJUNIED CRESCENT,GE1E,33687.9721,33553.6719,SURFACE CAR PARK
1915,4.5,BLK 22/24 SERANGOON ROAD,KB12,31145.9587,33485.5967,SURFACE CAR PARK
1916,4.5,BLK 66/71 KALLANG BAHRU,KB14,32089.1664,33646.109,SURFACE CAR PARK
1917,4.5,BLK 34 WHAMPOA WEST,KB11,31383.6001,33648.8612,SURFACE CAR PARK
1918,2.15,BLK 546A SERANGOON NORTH AVENUE 3,SE41,32105.7886,39560.7557,MULTI-STOREY CAR PARK
1919,2.15,BLK 512A SERANGOON NORTH AVENUE 4,SE42,32650.2875,39210.4727,MULTI-STOREY CAR PARK
1920,0,BLK 320-324 HOUGANG AVENUE 5,HG12,35216.1904,38747.8164,SURFACE CAR PARK
1921,2.15,BLK 445 & 446 PUNGGOL WAY,PL90,36818.6795,44400.8047,BASEMENT CAR PARK
1922,2.15,BLK 187 MARSILING ROAD,W187,21499.7537,46568.872,MULTI-STOREY CAR PARK
1923,2.15,BLK 678A WOODLANDS AVENUE 6,W94,24478.9748,46913.6848,MULTI-STOREY CAR PARK
1924,9.99,BLK 912/932 JURONG WEST STREET 92,J61,11874.875,35804.875,SURFACE CAR PARK
1925,4.5,BLK 56/57 LENGKOK BAHRU,BM10,25857.7754,30056.6386,SURFACE CAR PARK
1926,9.99,BLK 256/258 JURONG EAST STREET 24,J14,17512.2512,36248.7864,SURFACE CAR PARK
1927,0,BLK 509B BEDOK NORTH STREET 3,B82,38805.8064,35117.6383,SURFACE CAR PARK
1928,0,BLK 132A AND 132B CANBERRA CRESCENT,S45L,27821.7372,47226.2109,SURFACE CAR PARK
1929,2.15,BLK 188E RIVERVALE DRIVE,SK18,35927.2239,41842.1501,MULTI-STOREY CAR PARK
1930,2.15,BLK 158A JALAN TECK WHYE,TWM2,19459.5932,40178.8656,MULTI-STOREY CAR PARK
1931,2.15,BLK 322A SEMBAWANG CLOSE,SB5,26317.2063,47530.1084,MULTI-STOREY CAR PARK
1932,2.15,BLK 780 WOODLANDS CRESCENT,W780,24414.7153,47764.032,MULTI-STOREY CAR PARK
1933,0,BLK 501B WELLINGTON CIRCLE,S19L,26619.279,48110.2064,SURFACE CAR PARK
1934,2.15,BLK 318 TENGAH ROAD,TH30,17484.5949,38355.9719,MULTI-STOREY CAR PARK
1935,2.15,BLK 307 PARC CLOVER,TH31,17261.5615,38095.4589,MULTI-STOREY CAR PARK
1936,3.2,BLK 117 PLANTATION CRESCENT,TH4,17189.8284,37751.6675,MULTI-STOREY CAR PARK
1937,2.15,BLK 870B TAMPINES STREET 86,TM50,38884.1396,37614.9003,MULTI-STOREY CAR PARK
1938,2.15,BLK 270 TOA PAYOH EAST,TPMT,30868.1134,35090.9392,MULTI-STOREY CAR PARK
1939,0,"BLK 165/167,170/175 YISHUN RING ROAD/AVENUE 7",Y12,27894.0172,46493.2175,SURFACE CAR PARK
1940,2.15,BLK 482 YISHUN AVENUE 6,Y84M,29802.7233,45904.906,MULTI-STOREY CAR PARK
1941,2.15,BLK 70A REDHILL CLOSE,RHM2,26173.5652,29936.3581,MULTI-STOREY CAR PARK
1942,2.1,BLK 28 HOY FATT ROAD,BM2,25399.6152,29918.9512,SURFACE CAR PARK
1943,4.5,BLK 701/708 BEDOK RESERVOIR ROAD,B57,37537.5855,35336.4582,SURFACE CAR PARK
1944,4.5,BLK 83 STRATHMORE AVENUE,Q93,25189.3828,30813.4336,SURFACE CAR PARK
1945,4.5,BLK 9/11 SAINT GEORGE ROAD,SG4,31314.7745,33950.196,SURFACE CAR PARK
1946,0,BLK 142/145 SIMEI STREET 2,SI14,41499.3416,36379.6414,SURFACE CAR PARK
1947,2.15,"BLK 318,316A-316C ANCHORVALE LINK",SK52,34307.6386,41623.0083,MULTI-STOREY CAR PARK
1948,2.15,"BLK 313,315A-315C ANCHORVALE ROAD",SK53,34015.6621,41607.626,MULTI-STOREY CAR PARK
1949,2.15,BLK 406 FERNVALE ROAD,SK61,32620.4698,41123.1753,MULTI-STOREY CAR PARK
1950,2.15,BLK 408 FERNVALE ROAD,SK62,32829.9567,41201.1613,MULTI-STOREY CAR PARK
